model,rpp,comet,meteor,spbleu,bleu_1,rouge_l,ews_score,newline_score,repetition_score,total_repetitions,rr,rrp,perf,rap,translation_completeness,num_max_output_tokens,percentage_of_repeated_entries
microsoft/Phi-3.5-mini-instruct,1.10,0.6712992989638161,0.2903831801547132,4.091958857999118,0.0409195885799911,0.251653275009876,0.32215357458075905,0.32215357458075905,0.06531332744924978,0.38746690203000883,0.0023407216247487324,0.23407216247487322,0.6712992989638161,0.6665963500989893,1.0,0,6.443071491615181
shenzhi-wang/Llama3.1-70B-Chinese-Chat,1.00,0.7501818982248062,0.4611110508507017,17.87914973742753,0.1787914973742752,0.4340662057009564,0.00706090026478376,0.00706090026478376,0.1262135922330097,0.13327449249779347,0.0011265209898463904,0.11265209898463904,0.7501818982248062,0.7476494662426587,1.0,0,1.853486319505737
shenzhi-wang/Llama3.1-70B-Chinese-Chat,1.02,0.7485114382045625,0.4571517219079576,17.436884594979905,0.174368845949799,0.4311385932640979,0.00706090026478376,0.00706090026478376,0.11562224183583407,0.12268314210061783,0.0010382199383043404,0.10382199383043404,0.7485114382045625,0.7461824993322019,1.0,0,1.588702559576346
shenzhi-wang/Llama3.1-70B-Chinese-Chat,1.04,0.7500591586357918,0.4560467960364254,17.440173470996626,0.1744017347099662,0.4302844557731285,0.00706090026478376,0.00706090026478376,0.13062665489849956,0.13768755516328332,0.0011593944393659004,0.11593944393659004,0.7500591586357918,0.7474533388920676,1.0,0,1.7652250661959399
shenzhi-wang/Llama3.1-70B-Chinese-Chat,1.06,0.748812871571673,0.4520416361219855,16.89523258317781,0.168952325831778,0.4260026774745837,0.00706090026478376,0.00706090026478376,0.0997352162400706,0.10679611650485436,0.0008902491962006224,0.08902491962006225,0.748812871571673,0.7468147612728928,1.0,0,1.500441306266549
shenzhi-wang/Llama3.1-70B-Chinese-Chat,1.08,0.7473851635144647,0.4442106511292453,16.16623784482793,0.1616623784482792,0.4195129470585874,0.01059135039717564,0.01059135039717564,0.13062665489849956,0.1412180052956752,0.001176591707969938,0.1176591707969938,0.7473851635144647,0.7447501647073624,1.0,0,1.676963812886143
shenzhi-wang/Llama3.1-70B-Chinese-Chat,1.10,0.7465709781131172,0.4379837926138161,15.60172257624066,0.1560172257624066,0.4132562932940978,0.01059135039717564,0.01059135039717564,0.07855251544571933,0.08914386584289496,0.000734476013176936,0.0734476013176936,0.7465709781131172,0.7449271706150112,1.0,0,1.412180052956752
shenzhi-wang/Llama3.1-8B-Chinese-Chat,1.00,0.7426396049131678,0.433632501662176,15.209540658023398,0.1520954065802339,0.4089208235151474,0.00353045013239188,0.00353045013239188,3.901147396293027,3.904677846425419,0.03237065275450547,3.237065275450547,0.7426396049131678,0.6728297734832243,1.0,1,1.853486319505737
shenzhi-wang/Llama3.1-8B-Chinese-Chat,1.02,0.7436477056353469,0.4329054166518245,15.19102241646024,0.1519102241646024,0.4068967964789407,0.0,0.0,3.8905560458958517,3.8905560458958517,0.03219656852361788,3.219656852361788,0.7436477056353469,0.6741068111074712,1.0,1,1.676963812886143
shenzhi-wang/Llama3.1-8B-Chinese-Chat,1.04,0.7440943776351209,0.4320478700956207,15.05135166158296,0.1505135166158296,0.4062008380201262,0.00353045013239188,0.00353045013239188,0.1526919682259488,0.1562224183583407,0.001352332200022921,0.1352332200022921,0.7440943776351209,0.7410796698393736,1.0,0,1.588702559576346
shenzhi-wang/Llama3.1-8B-Chinese-Chat,1.06,0.7426502735395928,0.4275429314912545,14.449130821290163,0.1444913082129016,0.4001409979222783,0.00706090026478376,0.00706090026478376,0.13768755516328332,0.14474845542806708,0.0012399256044637321,0.12399256044637322,0.7426502735395928,0.7398912041420567,1.0,0,1.588702559576346
shenzhi-wang/Llama3.1-8B-Chinese-Chat,1.08,0.7408098006080129,0.4206626658729054,13.933703757385222,0.1393370375738522,0.3964824268676203,0.00353045013239188,0.00353045013239188,0.1297440423654016,0.13327449249779347,0.001134996993385448,0.1134996993385448,0.7408098006080129,0.7382902118097237,1.0,0,1.235657546337158
shenzhi-wang/Llama3.1-8B-Chinese-Chat,1.10,0.7392685912871718,0.4111211240399151,13.303738403756984,0.1330373840375698,0.3870959581563503,0.00353045013239188,0.00353045013239188,0.12180052956751986,0.12533097969991175,0.0010529672171262895,0.10529672171262895,0.7392685912871718,0.7369357726201564,1.0,0,1.500441306266549
shenzhi-wang/Mistral-7B-v0.3-Chinese-Chat,1.00,0.7240239171358935,0.4068335357738006,13.565136550617618,0.1356513655061761,0.3866395067055498,0.0529567519858782,0.0529567519858782,0.1209179170344219,0.17387466902030008,0.001578993772192076,0.1578993772192076,0.7240239171358935,0.7205996419729696,1.0,0,2.471315092674316
shenzhi-wang/Mistral-7B-v0.3-Chinese-Chat,1.02,0.7263097057327799,0.4064914781094827,13.42987641622816,0.1342987641622816,0.3863697821025159,0.06001765225066196,0.06001765225066196,6.236540158870256,6.296557811120918,0.0541899611084103,5.4189961108410305,0.7263097057327799,0.6145165811709306,1.0,1,2.471315092674316
shenzhi-wang/Mistral-7B-v0.3-Chinese-Chat,1.04,0.7276128307708258,0.4054859896994975,13.295092218891954,0.1329509221889195,0.3851203729935697,0.05207413945278023,0.05207413945278023,0.1297440423654016,0.18181818181818182,0.0016533037985858635,0.16533037985858634,0.7276128307708258,0.7240098989116803,1.0,0,2.294792586054722
shenzhi-wang/Mistral-7B-v0.3-Chinese-Chat,1.06,0.7276865132383193,0.4014727027723293,13.10860799057166,0.1310860799057166,0.3804952786306688,0.05207413945278023,0.05207413945278023,0.13415710503089143,0.18623124448367168,0.001691057431836761,0.1691057431836761,0.7276865132383193,0.7240010735018495,1.0,0,2.383053839364519
shenzhi-wang/Mistral-7B-v0.3-Chinese-Chat,1.08,0.726393195584298,0.3987018836449559,12.850537785783194,0.1285053778578319,0.3788945955746495,0.05648720211827008,0.05648720211827008,0.15357458075904679,0.21006178287731686,0.0018871365478087807,0.18871365478087807,0.726393195584298,0.7222885419382363,1.0,0,2.206531332744925
shenzhi-wang/Mistral-7B-v0.3-Chinese-Chat,1.10,0.7244012304511832,0.3932239948456176,12.361161644811926,0.1236116164481192,0.3733413807007665,0.05030891438658429,0.05030891438658429,0.08561341571050309,0.13592233009708737,0.0012217374057913526,0.12217374057913527,0.7244012304511832,0.7217493887057541,1.0,0,1.853486319505737
